feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target,feature_sum
1.9367584263658355,-0.3771749104954318,-1.0305313984024131,0.6805867185891491,-1.9429422094225075,0.7403897938711884,1.8926897325577483,1.7633253071243242,-1.1869242347604658,0.4122780863438364,-0.6352890105286821,0.3248863733064162,0.2810490782571795,-2.7985107494080355,-0.1120539346449171,-1.3718424687374755,-0.3815640593090389,-0.0195570087407614,0.3164305046140282,0.5192920295378951,-1.5174023551878792,-0.9887039338821288
0.7272799664482322,0.06140501849978,-1.2740227042437826,0.9198165563722084,-0.5119878365767568,-0.6888509694466127,-1.0460698236919703,0.190155469930372,-0.7793778619588448,-0.0844163050445722,-1.0233783165344446,1.2188616168253843,0.4486396527298291,1.12309021829313,-0.714869610982804,-1.2735118748807457,0.0099313850847378,0.0863181841377828,1.0809187458831333,0.283401706997778,0.6590209884550915,-1.246666782158166
0.6811904454447476,-1.583676107270408,1.8331578433863147,0.4980559040628154,1.483703518734269,0.0454348145292477,0.1524239035928034,-0.6907391422164041,-1.185187459976086,0.1581443180040518,0.4386586287814034,1.029769593928774,0.1921561184837876,0.1483340686102677,1.0448260307266477,-0.9078728100203468,0.236753050745779,-0.3702124844713799,-0.1802940136082609,1.8514523442594188,0.6590209884550915,4.8760785657274415
-0.5982946414511048,0.4793852791703986,0.502543027208842,0.0866341339406399,0.382026720594976,1.2188628936741877,-0.7752471357833455,1.509154071502866,0.128248279191335,0.9561591107100657,0.7045127868637839,-0.0848887225505497,0.3662209667855673,-0.6355312408723424,0.5254778936265236,0.969674056802382,-0.2434118710930583,0.4718114414662161,-0.200202762396929,0.2122246422235769,0.6590209884550915,5.975358929614032
0.8396435065495554,-0.3693288207477304,0.6671104879685696,-0.8177292705729223,-0.6695257733078894,0.2598390938235776,2.800459054295164,-0.0191421130304843,-1.1249483994575271,-1.8404436048620545,-1.139744850997955,0.8642226088483237,0.4459035795074382,-2.843625643067867,0.0401720213206111,-0.0006527474936535,1.1369579037394162,-2.111430289918317,-0.3846757964791831,-0.1751385534506868,-1.5174023551878792,-4.442077607333614
-0.5426555527546116,-0.2796000940887499,-0.4381519979240987,0.0605048082099333,-0.5650203040332199,-1.016181371705974,-0.6050113441377509,-0.3432125929038921,-0.079806278717019,0.5800174773254801,-0.4538640769990947,-0.9234033390764868,0.3043339521556218,-0.1317508278674666,-0.0799168218683283,-0.5603406791110842,-0.371028792020137,-0.8689559680010994,1.317794798191434,2.148185784288368,0.6590209884550915,-2.8480632210381747
1.491711386747475,0.1505306059975873,0.2474834470001558,1.0147028759777494,-1.4188027070837652,0.1110364234016859,0.8269827228587003,0.4741916181029377,0.1993259618309916,-1.0004394816107889,0.168421805110389,0.3365496400953508,1.3792373907836049,-1.877017097283892,0.9541489239314856,-1.5320527064606049,0.1239864695277986,-0.9385406073975164,0.9943210917462872,-0.7029389584156929,-1.5174023551878792,1.0028388048599384
-0.4997328195408477,-0.68244539269125,-0.5351304869831763,-0.0832443547129765,0.5798016140395287,-0.4820035303219839,-0.0007041399871911,-0.6738857597718569,0.077806494765094,0.5382472690641469,-0.407358060122884,-0.9883943889372092,0.0512220828841517,-0.238251535889461,0.0498356638534505,-0.4474529508374001,-0.5340934739931396,0.2712885152529318,0.5004587308771095,-0.450300693104002,0.6590209884550915,-3.9543372161569654
1.5526469909322451,0.5918315416614183,-1.3937973461353046,1.0535208712202353,-0.6788927144911224,-1.3644386128561878,0.9881548039580356,-0.736901303640755,0.0407946025010545,0.6520726728154377,0.5263510010064488,-1.119098758021544,-1.3647808741128535,-1.5313538847203276,1.1167816382653395,-1.1659130782217817,-1.0024373558459132,-0.7335355147963755,1.2638401250735651,-1.149372903257358,0.6590209884550915,-4.454528098665744
-0.1212094401932292,-0.5203485873670185,1.215331998023449,0.9903889200913883,0.0181725988917324,0.1667184525935056,-0.4783502134660565,0.2117318134768552,-1.0606225999665444,-0.1991810799099515,-0.894331543629869,1.3170250069780114,-0.1902513622326486,-0.7333719575485246,0.7715790599938813,0.3190294979963584,0.6369184249536604,-0.5939033998670371,0.736050640772297,0.7869889982181731,0.6590209884550915,2.378365227808433
-1.925236407684608,0.8774109803432698,1.5008789919787229,-2.0636935265691903,0.5761539914402926,-0.8011532075529304,-1.7911595172463357,2.573115257523422,-1.097217599983435,2.586664123692612,0.7145662963609973,0.1773837513007288,-1.570984143380625,-0.7009427392121335,0.6770470870068066,0.2747921882733208,-1.4964016052195188,-0.576093396345552,1.945733294078135,0.3022931164264576,0.6590209884550915,0.18315693523043663
0.5215443907377462,0.1940224552982378,1.1698376126800567,0.642016855641883,-1.114395339975797,1.8543724033525,0.7386568883908714,0.4077362824287016,0.5469287726430828,-1.7839216787201655,0.8712834930046941,1.0463957760807785,1.4513899767446854,0.2195123607817489,0.3910306141450741,0.3086893432175932,-0.0484393113288737,0.5727104649016048,-1.9645393033325127,-0.5338390980736805,0.6590209884550915,5.490992958618231
0.894674811386426,-0.2636010940364243,-0.2538552331656196,0.2914085791353889,0.4510645471037777,-0.0706836837115298,0.7328652023019171,-1.0077642126309037,0.5452965429271507,-0.250425684837359,0.6602487174765607,-0.3008046207869644,-0.0334680015882935,-0.6214113646310935,1.520295420715286,-0.0146007216310541,-0.9567389485542308,0.4293980680891148,0.2265568751108287,-1.093835818114172,0.6590209884550915,0.8846193805588054
0.4838783411778785,-0.8909352428668119,-0.0845070357099969,0.1977902339518837,-1.3744387809292464,1.351457969758465,0.812658305653587,0.9125061836938329,0.076254136073948,-1.3526146481922674,-0.3768811097880302,1.011263394837033,0.324524130738164,0.648192320881293,-0.8016452890822665,1.2174140150710129,0.3157815641123471,0.7309690472022385,-1.3824389641246488,0.3964184226894528,0.6590209884550915,2.2156469951478677
0.2006609181206517,-0.1542413183710982,-0.5979761830512595,-1.2919243690946869,-0.7782212416436153,-1.0565164565752485,1.1261426159962424,-0.2196037552977612,-0.0006926813344576,0.4646922358133536,-0.6552643734694632,0.5292073684320185,-1.5844177992165471,-0.4927893892081981,-1.2650570885302177,-0.8019528125154554,1.9531190356166253,0.4050044785333168,0.7790429485533186,-0.6802714250477795,-1.5174023551878792,-4.12105929229026
1.0939480894340183,0.62534583689587,1.0785843247479898,1.6129264981904348,-0.1814487974165263,0.2204903002151934,-0.8677796807582533,0.1363131765503653,-0.1827288394614764,-1.6283870608795543,-0.1182510014719224,0.7238442803804392,0.6937960154335372,0.6454816070878227,0.8794242293654998,-0.0662705319563538,-0.8004012073432341,-0.8103831952393469,-0.1076430108029547,-0.6904781237462616,0.6590209884550915,2.2563829092252865
-2.346308567176685,-0.42245678582479,-1.1215296830856802,-0.4331797754573573,0.801621634603149,1.316767613670332,-0.1828216577465786,0.7143534512610453,-1.188260798680686,2.5693526701549403,0.4086842977435094,1.149194199960585,1.746020515186261,-0.6623075063049012,-1.3708236913722724,-1.1821902987240005,2.178263059336773,0.8348809239080459,-0.6502199764547053,2.041223277705196,0.6590209884550915,4.20026290270218
-0.7662803071087728,0.5022294711797408,0.470284893434209,-1.1670503415148896,-0.3320173460557006,-0.6447729553802919,-0.8205307416202233,2.2291901041480284,-0.900360312336881,0.5614057696199581,1.9062092426673527,0.8209329213662092,0.8085416999495673,0.9049203236842992,-0.5160497962266489,-1.0684557970877118,-0.4839565285591881,-2.410349427309191,0.4988227789407377,1.247076762044452,-1.5174023551878792,0.8397904138350553
0.8255228827524119,0.8900248887984034,0.42120451815624,-0.6832502835132122,0.0041595649361157,0.6877668602422827,-0.1339030246231516,0.8548564832439352,0.8040452031109189,-0.4853399456008018,0.5379429594276676,0.3762003880397045,0.1847522772144637,-0.2635268021179087,0.8341526107115308,1.0192743982633996,-0.5523509200593303,0.6738182863766828,0.0692043090304306,-0.8159716552600754,0.6590209884550915,5.248582999129706
