feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
5.0359659141749376,-1.1404230979908705,-2.847972980657391,2.1565351983190815,-3.920392573507173,3.1289514006189827,6.454051556166354,4.209577330007581,-7.758996100990804,2.815927914659977,-1.928366972667761,0.8315176794086574,0.740950165170913,-6.4343543668847865,-0.5173696271113607,-3.80476019966815,-1.6102670584089172,-0.6978800864039321,1.0923751238262658,1.8379527896642434,0
1.8985493565267313,-0.15067997022580926,-3.416317364470403,2.674104873668213,-0.5084779032055415,-4.747550403793827,-5.660681952090679,0.45002895179352376,-5.786179917486651,0.411656744589013,-2.885516256087812,3.0905661910897755,1.164891757770462,3.5312877163391807,-3.2868451191985737,-3.552192362448846,-0.7425734069103456,-0.4332199479723865,3.048928625031941,1.325001005944275,1
1.778992017456585,-3.8631338040738004,3.8362972931103974,1.761632893108819,4.249974736369866,-0.700924075410471,-0.7200150348211332,-1.6551257696961013,-7.750588867776648,1.5857821687962232,0.7203228971351467,2.612736345138011,0.5160841602908497,1.0542200630599994,4.797606139357247,-2.613027203442142,-0.23985563040805158,-1.574426558013259,-0.1788911204382,4.7347821393343565,1
-1.5400234341823613,0.7925758953309341,0.7304473524741881,0.8715289078910579,1.623177333999047,5.765801909425328,-4.544243322388759,3.6021609951166473,-1.39261967666446,5.448608068702288,1.3760021775609084,-0.20397164440730498,0.9564032488604658,-0.9377523941322716,2.411599945394661,2.209560892814327,-1.304072495043654,0.5304118157591717,-0.22984354853889755,1.1702239810001123,1
2.1900231139129325,-1.1227168307993773,1.1145719180637839,-1.0850458990365834,-0.8841055316344335,0.48065130088609226,10.196237063120272,-0.05014869589652626,-7.458988693167939,-8.088471068425104,-3.172512427722003,2.194404100514335,1.157970513881781,-6.5490011365432865,0.18199183751945083,-0.28277981972164523,1.7553196575197698,-5.92701315455155,-0.7019650819093732,0.3278891194892559,0
-1.395694284128108,-0.9202260538564014,-1.4652726654038035,0.8149985571586494,-0.634926556740985,-6.551458163918177,-3.842463809679861,-0.8246096715838657,-2.3997526713020956,3.62787785573966,-1.4809164955866003,-2.3228728222849337,0.7998522039940827,0.3424633457899736,-0.36972425272113346,-1.7203707551768237,-1.5869171454678455,-2.821154103947735,3.6551651169447616,5.3800394170097725,1
3.881503063198587,0.05044970284443617,0.13510092132172868,2.879389808392152,-2.6706537339956755,-0.33939563043618703,2.0607842019424347,1.1288162098311214,-1.0485528122398258,-4.022393956846741,0.05383459630425125,0.8609904032585585,3.518956647048829,-4.092638319110724,4.381014410210151,-4.216269493521068,-0.4897866271162089,-2.9950974026059134,2.827299390923155,-0.8198313815451962,0
-1.2843516696481827,-1.829326857346753,-1.6916346680097871,0.5039996939934774,2.0947444735010903,-3.607620540807519,-1.3512696186360083,-1.6148496945141393,-1.6367940216766164,3.4256873151743426,-1.3662181515741918,-2.487103247595747,0.159573660272593,0.07182185357836401,0.2263888600414549,-1.4304120733424888,-1.9483266876675072,0.02915723508335044,1.5633582612751487,-0.2704606085856087,1
4.039571503319976,1.046333325130162,-3.695888927845277,2.9633718792807207,-0.9064397196738241,-8.470693088306875,2.7251995017029165,-1.765443724575869,-1.8159580749318562,3.9766642164756325,0.9365996404973056,-2.8173892511409018,-3.4223852333222817,-3.214232819388208,5.128186944433978,-3.2758186084252494,-2.9863439081006056,-2.4826385847104806,3.5170790105843444,-1.7906176599044081,1
-0.3024528122654091,-1.463523069950726,2.394201247121503,2.8267869793672515,0.7556170265238674,-0.032533683408712696,-3.320316347605659,0.5015919206924562,-7.147605776469952,-0.14386722413795747,-2.5672466611728453,3.3386221210873046,-0.4512640149095686,-1.1863869624097587,3.542245971339156,0.5383425814962794,0.6470536803436839,-2.1335950187725983,2.166308249617617,2.420069241506495,1
-4.982142666880037,1.6908003154776663,3.060709768928424,-3.780668324101309,2.086047217114566,-5.366444577390332,-8.732237451744833,6.14480671385295,-7.324751772819669,13.341139700501188,1.4007972679233613,0.458782996735154,-3.944002529806215,-1.1039772563634438,3.1079440898804385,0.4247164840333957,-4.081145008308626,-2.0890746937624725,5.26224707889802,1.366081038643698,1
1.3648662665646838,0.14859773952666777,2.288010685961233,2.0730899574207458,-1.9448360690214428,9.268075233958054,1.6966700490180961,0.9700017935164875,0.6340936210666185,-7.814874184997533,1.787310758879709,2.6547502066154047,3.701475755290852,1.2350996042775588,1.7939178576233277,0.5117832938264549,-0.8719437059442678,0.7826328392490784,-4.745307162134875,-0.4521178015424334,1
2.332775657844923,-0.8841211176611223,-1.0350970135732263,1.3145549288147322,1.7877885735612675,-1.3408495410094539,1.6727944197982973,-2.4127496836251643,0.6261924608215863,-0.3919190008134403,1.26683317537612,-0.7495846153429089,-0.05466063901073703,-0.9018707136556909,6.982023158521004,-0.31860600080427837,-2.8850599252129125,0.4243895364684085,0.8623616913388865,-1.6698503194724559,1
1.267159617404204,-2.299825808114476,-0.6398135080690741,1.1120132351348273,-2.5648740296590806,6.496529287792046,2.001733267771251,2.1762967648576077,-1.6443085489865845,-5.727113427223567,-1.291052485521542,2.5659717374845505,0.8509258189040259,2.3244687384113325,-3.6855127770565717,2.8458953539269696,-0.06470023507075862,1.1782376751024999,-3.2555387193404055,1.5707598199556383,1
0.5324867299062863,-0.637328961288032,-1.8383257306893896,-2.1109589100073207,-1.1432749852854522,-6.7737435737021,3.2940400407920176,-0.5292102849645806,-2.0167862270699413,3.069640923419937,-1.9776324484975438,1.3478306794496964,-3.977984664347107,-0.57501426353267,-5.814534419479432,-2.340965542479709,3.564224059527161,0.36341197776789325,2.2763383923628213,-0.7705400348362796,0
2.8496953904096047,1.1219650200556042,2.075012141633535,4.17363641577219,0.27964715390259554,0.2638013118482474,-4.925699205986934,0.3213570805369599,-2.8979715416812737,-7.062001988118297,-0.65318996518212,1.8396722930099483,1.7850458396307411,2.317580224338056,4.0377117749644755,-0.45132290743058134,-2.5385596849649965,-2.6747375759020384,0.007044471806951336,-0.7927348593076748,1
-6.074414095380822,-1.2426106856039731,-3.060376310039698,-0.25307962264290484,2.6236439245873675,6.305351804377976,-2.102030323147612,1.702752989580835,-7.765466027134355,13.257342843974778,0.6463968470483926,2.9145187272231174,4.4467810332781195,-1.0057967157815257,-6.300450804786253,-3.3176275939804167,4.0632235826437615,1.4379900394281933,-1.3815718659109237,5.147445693146149,1
-1.975782338824473,0.8441283731253268,0.6551521418310384,-1.8407960803496612,-0.07936292338335638,-4.50463782654381,-4.730920322158968,5.322897202222723,-6.371821581734652,3.5377870614041504,4.339760476903798,2.085012364236868,2.0753095874024874,2.976870502320383,-2.373420624909449,-3.0254939256193096,-1.837205319892885,-6.674232386279053,1.5591713721693088,3.420546228358235,0
2.153393872158187,1.719266116993773,0.5405913547496239,-0.7941029033016964,0.7222048667542161,2.838948034972317,-1.9003682978831828,2.0385259834030576,1.878721199481298,-1.529031870184283,0.9651890257872465,0.961186648937743,0.49735520570048475,0.007591897785956703,3.8297234241787725,2.336962248555155,-1.98879170525856,1.0353758029271067,0.45964952721558205,-1.065624947133899,1
2.8942703251906665,-3.3288149488347067,-0.09985556589835853,3.8074772448629335,1.382650248460287,-0.637806266260969,3.393778873796424,-0.7169279800919321,-7.632300975618654,2.5479846014465797,1.5809062238994396,0.23027690872065265,0.07744959516576921,-2.70865226056361,6.011460716790909,-1.2633252023169088,-1.0761755128695896,-4.506974410338783,0.33300111247740816,5.514150455844855,1
0.6199469686538854,-2.811734843960425,1.7429967300711329,-2.3761547181415485,-1.7320623583150292,3.174769301847448,1.088849863551842,6.45505142820718,-3.858913682783531,6.527269325505565,-1.9322569963606666,-0.3414961068939464,-0.055438076348075405,-0.8942608222633934,-10.514661803289451,-4.774564820587657,1.6181527575038677,3.0109315729441404,-0.3796646526756875,1.1829139082454934,0
-1.7363437390244454,3.738649586408095,-1.8660058743649708,-1.5211803564977822,0.5099967976448029,-1.2357845854242675,-4.169977239371566,-0.4063943393165569,5.571041160100743,-0.5561057600240435,-1.2876765726338555,-1.2680994501861085,1.4714316383036605,1.6083794666193285,-5.714853747818493,0.36320179719793444,2.8738075704544834,0.8080251700549659,0.5455521128086105,-2.254733020497781,1
-3.5434204495510384,-2.226728791405238,-3.6531930551011995,-0.8728694017186287,-1.9282335897891811,5.028216195713388,5.716461730156219,-0.5753567951839369,-3.6019745706076347,3.204276270578277,1.548282091085854,2.8064613068037287,1.5472407870632576,0.2537737271292906,-4.619606059616686,0.5835541393068111,2.260618152182487,0.7532874267608252,-3.7340492437162744,4.8355616402177874,1
-0.24779163821978667,2.2464718751681345,-3.4813910022676673,-1.3152937596585423,-3.73772976540854,-14.763525068429294,-5.268271126308746,-0.24121397707280556,3.569362150384308,1.3472043297966247,-1.2126702527149475,-5.834492546753556,-3.0090939775062946,7.020392475121209,-13.106573759209693,-3.3169403556060737,-0.6076501484870611,-3.036032606650305,2.1461019913335866,2.8043682787298385,1
-4.071413315256304,-0.6544200347850586,2.6917239599725313,0.22524312056258244,-5.03508896471845,2.133282999682844,2.034070702626942,-2.067370778294596,-0.9781461728756595,-1.3607657753052775,-0.9223343941486063,1.47372530376657,0.571885273443285,-1.1551749221276775,2.0764825328196768,-2.26593203578926,-1.9237568324965753,2.8670167526152985,-1.145816865785942,0.7333105977665906,0
4.121082916176594,-2.6853042048238818,-1.8844927980031656,2.7964681014040305,2.693897533844815,-1.3050296841311648,4.356328012383228,-0.4760147750802368,-6.102714107579286,1.2384661319105463,0.7352552183115135,-1.3022228256754231,-0.3288964995756387,-2.641446698215282,3.835765137065016,-0.005081043777769301,-1.1526139483213673,-4.649319213659762,0.029358324088303966,3.218842759568319,1
4.880697204165607,-1.9235252021837352,0.5122504651007911,1.2383843995290185,2.3165920861791385,1.0600092873270448,2.0018383930008166,-0.6842586859503028,-2.133218828511593,-5.463417273082644,-0.09112989617431377,2.084137377126398,-0.04628500430604077,-0.03712117678805438,6.524825850567934,2.337104971245588,-1.8914317947446422,-0.9725665359150953,0.16687244323784756,0.23295178596444954,1
-2.1157770964384532,-1.8269787893364349,-1.2334811045841796,0.068199044699367,5.248469772954813,-1.8800269488870045,-5.898433250233248,-0.1716798360130296,-1.778318317740301,7.501123743653149,1.0705813765760577,-0.39842776600157315,1.4413590795667908,1.4556131625172322,2.209068268497082,0.0809040327356404,-0.22353284294216336,-0.3424701924089443,2.634415941550223,2.313062295421906,1
-1.0766644633246503,2.6916240704717795,-4.32667211687656,3.2583843355338793,-3.832297271485582,3.1610955426852483,-0.13482294155884572,-0.57689658791627,0.30572460105289645,-8.18513895845499,1.328715852674403,1.0769527911156682,0.7501668999498561,5.070899286602461,-2.417317469491195,3.6432828308187752,-3.1153078731763815,-1.6146811870881899,-5.146145499641758,-1.7459360113845515,1
